"Papers_Title","Papers_Keywords","Papers_OfficialReview_list1_StrengthandWeakness","Papers_OfficialReview_list1_Rate","Papers_OfficialReview_list1_Confidence"
"StyleAlign: Analysis and Applications of Aligned StyleGAN Models","Keywords: StyleGAN, transfer learning, fine tuning, model alignment, image-to-image translation, image morphing","##########################################################################
Pros:
The paper performs the first detailed exploration of model alignment based on StyleGANs. Considering the wide-range applications of StyleGAN, I think the analysis is timely, insightful, and interesting!
To analyze the model alignment during transfer learning from the source domain to similar/distant target domains, the paper uses weight resetting and quantitative channel alignment measurement. These techniques probably inspire others to analyze their GAN models.
The paper demonstrates impressive and promising experimental results on image translation and image morphing between different domains. Besides, it demonstrates the benefits of the shared latent space by zero-shot recognition/regression.
##########################################################################
Cons:
I’m confused about the example of “Age” in Figure 2. Why does the “Age” change the identity, background, and color largely? It looks like another totally different face.
Many details of the results are missing. Take Figure 2 as an example, does the semantic control apply in overlap channels (e.g., 15 for eyebrow in FFHQ2MetFace) or all the distinct channels of the child model (e.g., eyebrow 35)? Are they in the same layer? How do the authors transfer the pose control from face to church and bedrooms in Figure 14? Please check all the results and provide the necessary details.
Does the claim of “the hidden latent semantics” hold for the case of (parent FFHQ, child Church, grandchild FFHQ)?
I think most of the successful results can be attributed to the well-structured properties of the human face, animal face, and mega face. It would be helpful to provide further discussion on the “real distant domain”, e.g., face VS church. For example, is it helpful to transfer learning from face to church? Are there any other shared semantics between face and church except pose?","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"StyleAlign: Analysis and Applications of Aligned StyleGAN Models","Keywords: StyleGAN, transfer learning, fine tuning, model alignment, image-to-image translation, image morphing","Strengths:
There are many works using aligned StyleGAN models but without deep analyses on the properties. This paper provides an in-depth study of the properties, which provides some insights on the aligned models and might inspire following more complex researches.
The organization of the paper is good and the analyses are comprehensive. Several observations are studied with quantitative/visual analyses to prove key properties, followed by corresponding applications utilizing the properties, making the paper easy to follow and concrete.
Weaknesses:
While the part of the property study is comprehensive and interesting and provides insights, the part of the application is less insightful. The application involves the image translation, image morphing and zero-shot vision tasks.
Image translation and image morphing are intuitive and well-studied in previous studies, as also pointed out in the paper, which might provide limited insights. Image morphing by interpolating aligned models has been studies in [R1].
The zero-shot vision tasks involve utilizing the label of the parent domain to edit/classify the child domain, which gives some novel ideas but alone are not very thorough to me.
I think it will be valuable to investigate the applications in terms of the specific properties. For example, only the conv parts of network change greatly for close domains, which supports translations. Can we just finetune the conv part and fix all other parts for better translations? (which is also discussed in [R3]) The paper discusses that the latent semantics are hidden rather than forgotten during finetune. It will be valuable to also discuss the potential application of this property.
Some small issues:
In Fig. 14, the authors demonstrate the semantic alignment between the human face and the church. However, only the church images are shown. The corresponding face images using the same latent z are suggested to be added to help the readers better find their correspondences.
In Sec. 4.2, the paper claims that the layer swapping performs the transition as a series of discrete steps, rather than continuously. In the implementation of Pinkney [R2], the layers can be smoothly swapped through the parameter blend_width instead of hard swap, which might be able to perform the transition continuously.
[R1] 2019 CVPR Deep Network Interpolation for Continuous Imagery Effect Transition
[R2] https://github.com/justinpinkney/toonify/blob/master/StyleGAN-blending-example.ipynb
[R3] 2021 TMM Unsupervised Image-to-Image Translation via Pre-trained StyleGAN2 Network","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"StyleAlign: Analysis and Applications of Aligned StyleGAN Models","Keywords: StyleGAN, transfer learning, fine tuning, model alignment, image-to-image translation, image morphing","Pros:
The shared latent space for ""child"" and ""parent"" networks is interesting, and matches the learning representation goal.
The overall idea and the proposed fine-tuning method towards analyzing the shared latent space is reasonable. The StyleGAN-based architecture is a powerful structure, which consists of a mapping network, an affine translation, and a generator. This is exactly suitable for exploring feature attributes at different levels.
The paper provides many interesting visual results, such as in Figures 1, 2, 3, and 4, to show the effectiveness of shared information in different networks. These interesting conclusions may contribute to the generation community to design better generator works.
The wide applications are being met by subtly using the shared semantic information between different domains.
Cons:
While the impressive results are achieved, I believe some parts need more clarification (even after considering the supplementary material):
The key limitation of this work is the novelty. If I understand correctly, the authors just fine-tuning the different parts of the StyleGAN. This is very similar to the existing works AgileGAN and the shared attributes have also been mentioned in prior MUNIT. It takes me a hard time to buy the novelty of models, techniques, and theoretical insights.
The authors claimed the ""two W spaces are point-wise aligned"" on page 4. While they showed some shared attributes in Figure 2 and Table 1, and they also demonstrated some attributes are hidden, I do not believe these attributes are ""point-wise"" aligned. Is this conclusion correct? How to demonstrate it?
A quantitative and qualitative comparison with the latest CUT and F-LSeSim is given in Figure 5. While the improved results are provided, the original CUT and F-LSeSim work for aligned shapes. Why not provide some aligned examples, for example, horse2zebra, night2day, apple2orange, every two domains share a similar shape, but different appearances? This would be more robust to demonstrate the effectiveness of aligned style on both aligned examples (Figure 5) and unaligned examples (Figure 6).
In Figure 6, the StarGAN2 seems to be able to provide more consistent results to the source image, such as the smiling mouth in the first row, and the same head poses for the third row. Except for the FID score, it seems the StratGAN2 provides better translated results (better shared content, such as pose and expression).
The authors show abundant results in Figures 23, 24, 25, and 26. Similar results are also being met in the StyleGAN-based method. I do not fully understand the key challenge in such a situation.","6: marginally above the acceptance threshold","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
"StyleAlign: Analysis and Applications of Aligned StyleGAN Models","Keywords: StyleGAN, transfer learning, fine tuning, model alignment, image-to-image translation, image morphing","Weaknesses
The main weakness for this paper is likely the limited novelty in the technical contributions, given that transfer learning is a fundamental, established technique. However, this paper is more of a study of this technique, applied to the particular domain of image GANs, and how their editability changes during the process.
The qualitative results do seem high quality, but it is sometimes quite difficult to see where the resemblance to the reference images are (especially with Figure 6, for the dogs dataset). Perhaps the translation is not focused strongly enough on the reference images. Despite more artefacts being present, I'd say OverLORD images are a better transfer, for both cats and dogs.
Strengths
The primary contribution of the paper is the extensive experimentation, around transfer learning in GANs, and they perform this very well. Their approach is very well documented, is very thorough, and convincing. The supplementary videos are helpful in further displaying their results.
Although there are aspects that are both better and worse, the samples from their models compared to other models, are mostly good. The benefits arise mostly from the editability of the output, given their findings that the channels maintain their editing effects from previous datasets with more labels.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Variational Inference for Discriminative Learning with Generative Modeling of Feature Incompletion","Keywords: Black-box variational inference, missing values, evidence upper bound","(+) pros / (-) cons
(+) Predictive modelling over inputs with missing features is an important problem arising often in many application domains. This paper contributes this somewhat underexplored field.
(-) The rather low documented performance benefits over simpler baselines do not justify the use of the complex model (combining 5? networks) proposed here as opposed to simpler VAE or CVAE variants.
(+) The method and the various bounds introduced are mathematically intriguing, well motivated and potentially useful in follow-up research, however, ... (-) the paper is difficult to follow and at places the reader is left guessing what the authors meant. This should be improved. Concretely
last para of section 2 - the optimization of negative L ""is relatively difficult"". Why? What makes it difficult?
last para of section 2 - ""... have been no equivalent of VI ... "" What about CUBO and its variants pick up from in your work? These have some specific flaws for which they do not qualify here?
before equation 3 - ""exponential divergence"". You mean the Bregman exponential divergence? A citation to help the reader?
p(u,z|θ)
in equations (11) and (12) seem to use the same parameters
θ
though for (11)
u=(y,x~)
and for (12) it is
u=x~
. Is this in practice the same network with two outputs?
But then in equation (15) these use different
zθ
and
zψ
samples. How is this designed and trained in practice?
page 5 - clarify notation for and explain the gain function; what is the intuition / purpose for it?
Def 1 - effective parameters are those with gradient zero. "".. i.e. the set of parameters inducing tight variational approximation."" How zero gradient achieves this in a complex non-convex problem, i.e. can't this be a local non-tight extremum?
page 7 DVAE/ DVAE* - you say these are MNAR and MCAR model variants as in Collier at al. 2020. Can you clarify how these translate into your rather more complex model formulation and what specifically changes in the loss (especially the EUBO part)?
Further questions for clarification/discussion
Why do you condition
y
and
x
on
m
in equation (1). These are the complete
x
data so they should not depend on the masking so that
p(y,x|m)=p(y,x)
. Or is this not true? Or is it the
y
that depends on
m
? Or is it rather the
m
which depends on
x
? (As in some values being more likely to be masked?)
You introduce two latent variable models in equations (7) and (8). My understanding is that the latent
z
is shared as (8) is just a marginalization of (7) over
y
. You then formulate to approximate posteriors
q(z|y,x~)
and
q(z|x~)
the first learned through ELBO maximization, the 2nd through EUBO minimization. There is currently no link between the two (approximate) posteriors. Would it make sense to somehow link them? (Sorry, I don't know how and may not be possible, or not easily.)
You used the Bayes rule to decompose the predictive conditional log likelihood into two terms in equation (4) of which one you are bounding from the bottom (ELBO) and the oher from top (EUBO). What is the effect on the predictive conditional
p(y|x)
? Is it somehow sandwiched or not really due to splitting and modelling the two non-conditional log likelihoods separately?
Minor text problems / typos
This first proposition in in page 6 is numbered 2 (not 1) - confusing","5: marginally below the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Variational Inference for Discriminative Learning with Generative Modeling of Feature Incompletion","Keywords: Black-box variational inference, missing values, evidence upper bound","The ab-initio generative model class proposed by the authors for handling predictions with missing features is convincing. It has the advantage that the involved distributions are simple (factorising), however at the price of introducing latent variables. To learn it discriminatively requires to maximise a difference of concave functions. The first term is lower bounded by ELBO as in VAEs. The second term requires a tractable upper bound. The authors develop a novel upper bound (starting from alpha-Rényi divergence) that admits a stochastic gradient estimator. They further introduce a data dependent surrogate reparametrisation in order to achieve an estimator with low variance. The technical part of the paper is concisely written and correct.
The authors prove that the transformation used for the reparametrisation preserves the effective parameter subset, i.e. the subset of parameter combinations for which the overall bound is tight. This is indeed a desirable property, but is in my view not sufficient. The reason is, that this effective subset can be very small and cover a subset of simple models only. Moreover, there is no guarantee that the respective gap will become small during learning.
The experimental section first analyses the learning properties of the method in an ablation study. The authors then show competitiveness of their method by comparing it with existing approaches on a subset of tasks taken from the UCI Machine Learning Repository. The description of the experiments is clear and reproducible. The experiments are however not fully convincing w.r.t. the scalability of the approach. All networks used for the model and bound construction have only one fully connected hidden layer. This seems to be sufficient for the considered tasks from the UCI repository. However, this would be not sufficient e.g. for image classification tasks where the involved networks are usually deep CNNs.
Further comments:
You mention earlier works (Ghahramani & Jordan, 1994; Smola et al., 2005), noting that their applicability is restricted to exponential families. Please explain whether these approaches are / are not applicable for the model class analysed in your work. As I understand it, the models p(y,x,z|m) considered by you are exponential families, but of course after marginalising over z, the resulting mixture model p(y,x|m) is not any more. It remains however unclear to me, whether a DCA (difference of convex functions algorithm) for learning p(y|x,z,m) can be somehow generalised for learning p(y|x,m).
I would suggest to drop the data instance superscript earlier in the text, e.g. starting from subsection 2.2. the latest. This would in my view improve readability and reduce clutter.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Variational Inference for Discriminative Learning with Generative Modeling of Feature Incompletion","Keywords: Black-box variational inference, missing values, evidence upper bound","Strengths The paper is overall clearly written. The issue it tries to solve, discriminative tasks with missing input features, has great impact for a wide range of practical machine learning problems in real life. Technically, the paper has quite some novelty including the creation of a rigorous lower bound to the true objective using recent advances in the variational inference area, and designed an effective surrogate parameterization to stabilize the optimization.
Weaknesses and Questions
Sec. 3.1: More detailed explanation of the exponential divergence would be beneficial. Is there a reference for it? What role does
f(u;ξ)
play? If it can be any real-valued function, why was it chosen to be a Gaussian pdf, as shown in the appendix?
Sec. 3.2: Which standard automatic differentiation library was used? The submission mentioned both the reparameterization trick and the REINFORCE trick - which one was actually used in the experiments?
Sec. 3.3: I don't quite understand how this part works. All I can see that in Eq(17) the problematic ratio term is multiplied by
G
, which is always smaller than 1 and non-increasing based on Figure 3. But why
G
was defined in that math format? What does
∨
mean? Why does
G
represent the ratio before and after the transform (equation between proposition 2 and 3)?
Sec. 4.1: Missing value processes (MCAR and MNAR). What do they mean? Are they different ways to decide what values are missing in the feature, and thus leading to different versions of a dataset? If so, shouldn't we also add CVAE*, Simple* and MICE*? Could you give more explanation for the last sentence of Section 4 (saying DVAE* is more robust than DVAE)?
Size of the test datasets. Based on Table 3, the datasets are all quite small, ranging from 353 to 10k data points. And we further split these points into training and test, which makes the training sets even smaller. In the appendix it's said the minibatch size is 521 -- what if the entire training set is smaller than 512? How long did the algorithm take to run on YearPred? Is the algorithm able to be easily extended to larger datasets?
How does DIG works compared with other more recent imputation baselines such as MIWAE (Mattei & Frellsen, 2019) and GAIN (Yoon et al., 2018)?","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Variational Inference for Discriminative Learning with Generative Modeling of Feature Incompletion","Keywords: Black-box variational inference, missing values, evidence upper bound","Strengths:
The idea of learning missing data using discriminative learning together with generative modeling is interesting. As mentioned in the paper, performing such kind of learning will resulting a loss function as a subtraction on two integrals with respect to the latent variables, which makes it harder to derive a lower bound compared to the traditional variational inference cases. To solve the term being subtracted, the authors found a upper bound that could be estimated in an unbiased way with Monte Carlo methods.
The exponential function in the first version of CELBO will potentially has a bigger variance when estimated using Monte Carlo. To solve this issue, the authors propose adding a regularization to the loss function while remain the optimal solution unchanged under the zero gap case. This also helps a lot in making training more stable, as shown in the experiments.
Weakness:
The topic of this paper is to focus on missing data. However, this paper does not put enough efforts on learning various cases of data missing patterns. As in the experiments, the authors only test the case where the data are missing completely at random (MCAR), which may not be the most common case in reality. MNAR case might be a more interesting situation to study with. The proposed method is mostly focusing on solving the variational upper bound, while overlooks modeling the missing patterns. Suggest the authors could add some experiments with MNAR data. Also it would be better if the authors could add some modeling part on the missing pattern into the loss. For example, let the mask
m
to depends on
(x,y,z)
. This will make the proposed model more useful in practice.
From Proposition 2, we know that the surrogate parameterization can make the optimal solution of CELBO remains under the zero gap case. However, it is nearly impossible to reach the zero gap case in reality since it is unlikely to select variational distributions (i.e.
q(⋅)
's) to perfectly estimate the model posterior distributions. What about the ""sub-optimal"" cases? Is the CELBO-SP optimal solution close to the CELBO optimal solution in a small gap (but not zero gap) case? I understand this might not be easy, but it will be better if the authors could add some theoretical analysis on this.
The performance metrics in Table 1 is not showing the proposed methods can outperform the baselines with big gaps, meaning that the proposed methods is not much better compared to previous approaches empirically. However, I think there are many ways that the authors could try to improve the performances. For example, the authors could try a different divergence function, a better way to add the regularization, etc.","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Efficiently Modeling Long Sequences with Structured State Spaces","Keywords: sequence models, state space, RNN, CNN, Long Range Arena","The paper seems well written both regards to clarity and citations. Contentwise, the theoretical and experimental parts are interesting and relevant. The novel contribution, which is efficient computation of the discretized convolution kernel, is highly technical with details given in the appendix, but the authors did a good job at summarizing the key ideas. On the LRA benchmark, which was originally introduced to benchmark scalable transformer variants, the model sets a new high score on all problems, outperforming transformers on their home turf. The model also outperforms competitors on a raw audio dataset, including a SoTA CNN variant specialized to audio. Overall, the performance is compelling on all considered tasks, in respect of both accuracy and efficiency.
I have just a few questions/remarks:
The authors mention in Section 2.2 that linear SSMs can perform poorly due to vanishing/exploding gradients. The given HiPPO matrix is given by the sum of a normal and a low-rank (i.e. NPLR) matrix, and in particular it is not unitary. I wonder then how it gets around the aforementioned problem? I expect the answer can be found by looking up the cited papers, but if there is a short answer to this, it might be good to include it in the discussion.
Related to the previous question, it turns out the authors only use the HiPPO matrix as an initialization (although as a very sensible one), but then the algorithm is free to learn any NPLR matrix. Is it true in general for NPLR matrices that they result in well-behaved SSMs in the previous sense, or does that only hold for a neighborhood around the HiPPO matrix? Additionally, I would be interested in what happens (e.g. how performance changes) when a) the HiPPO matrix
A
is fixed throughout the training, and only the parameters
B,C∈RN
are trainable, and b) if the model is initialized from a random NPLR matrix, but not the HiPPO?
Is the model able to handle multidimensional input signals
u(t)∈Rd
?
In Section 3.4, it is mentioned that a multidimensional feature map of size H is created by defining H independent copies of S3. I am wondering if it would be more efficient if these copies shared the input-to-state (
B
) and state-to-state (
A
) mappings, and only differed in the state-to-feature mapping (
C
)? Do the authors expect this would negatively affect the results? Somehow it seems wasteful to me for each feature-coordinate
yi(t)
to have its own separate
N
-dimensional state representation, instead of sharing a common one (perhaps with a larger state size
N′>>N
).
The S3 itself seems to be a linear model, which made me wonder where the nonlinearities are introduced into the deep model? Perhaps, is there an activation placed on the feature map after linearly mixing H independent copies of S3?
In Section 4.3 paragraph Irregularly sampled data, it seems what the authors really mean is a resolution change. As far as I know, irregular sampling means the data is sampled on a highly non-uniform time grid, which means that in eq.(3) the step size
Δt
would become time dependent. It looks like this might make the computation of the convolution kernel in eq.(5) a bit problematic (the discretized
A¯Δt
matrices might not commute with eachother).","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Efficiently Modeling Long Sequences with Structured State Spaces","Keywords: sequence models, state space, RNN, CNN, Long Range Arena","The paper presents a strong and clear theory for the proposed reparameterization. Its advantages over the prior work linear state-space layers (LSSL) are explained very well theoretically and presented empirically. The convolutional kernel defined by LSSL is a convolutional interpretation to unrolling SSMs over time, granting parallelization to SSMs during training. The proposed model S3 resolves the bottleneck in this formulation by reducing it to a Cauchy kernel, resulting in a significant improvement in the space and computation complexity. The model is also compared against the state-of-the-art models in a diverse set of benchmarks. Especially the performance in the Long Range Arena (LRA) benchmark is superior.
I have the following questions for the authors.
The base LSSL model is not included in most of the benchmarks, particularly in the LRA. Is it due to the scalability problem of LSSL?
Is it expected to get improved results over the LSSL (see Tab. 4 and 5)? Does the proposed reparameterization guarantee a “more” optimal state matrix A?
The diagonal matrix
Λ
and the vectors
p
and
q
are trainable parameters that construct the state matrix A which is initialized to be a HiPPO matrix (Section 3.4). Do these trainable parameters preserve the structure of the matrix A to be HiPPO during and after training? Is it necessary?
In autoregressive generation tasks (i.e., the model is fed with its own prediction), the sequence models (RNNs, TCNs, etc.) are likely to suffer from error accumulation problem as the prediction horizon increases. Could the authors comment on S3’s performance in a similar task? Can S3 alleviate this problem?
-- Post-rebuttal edit --
I thank the authors for their rebuttal. I read other reviews and the author responses. It is clear that this is both empirically and theoretically a strong paper. The improvements over the baselines are substantial. Looking forward to seeing the follow-up work.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Efficiently Modeling Long Sequences with Structured State Spaces","Keywords: sequence models, state space, RNN, CNN, Long Range Arena","Strengths:
The motivation for the approach is clear both from a high-level as well as mathematical viewpoint. The authors do a good job walking through the theoretical justification and solution of the approach and proposed algorithm.
The discussion and analysis is performed on a broad domain of tasks. As the authors discuss, many approaches today are narrowly focused around a single task/domain which limits our broader understanding of LRD modeling. By using such a varied set of experiments, the usefulness of this approach is well highlighted.
The introduction is very well written. The general reader may be less familiar with some of these past works and the authors do an excellent job highlighting the motivation and current status of efforts in this line of study. Similarly the background is clear and detailed without being unnecessarily complicated or verbose.
The performance is compelling from both an efficiency and accuracy standpoint across a number of tasks.
Weaknesses:
Limitations and next steps aren’t explicitly discussed. It would be helpful for the authors to include even a few sentences on this.
A known issue with approaches like transformers is the need for huge datasets (even by deep learning standards). How does the performance of this approach vary as a function of dataset size? Does this method work in a low-data regime?
The results section is more difficult to follow, especially compared to the rest of the text. Many of the results are included in the appendix (which is fine especially given their extensiveness). However, some of the table references are strange. Table 4 is given, but not directly referenced in the main text (should go with Raw Speech Classification on p.8). Table 5 is not referenced until after Table 6. The section ""Irregularly Sampled Data"" doesn't explicitly reference where those results can be found (i.e. Table 4). This makes the results section a little bit unclear as the reader has to the text-to-table mapping. Table 4 caption is a bit unclear (i.e. requires going to the text to interpret what things mean).
Figure 2 (feature visualization): the authors state that the visualization of the low-level features shows that context over a small area is being learned and the rest of the image is ignored. However, two of the activations seem to span the entire kernel. Similarly, one of the higher-level filters is over only a small area. This seems to be more of a general trend (low learns mostly, but not completely localized, high learns mostly, but not completely global), but not a hard and fast rule. Is there a hypothesis as to why only some, but not all filters in these layers follow these trends? With the current visualization, a number of the filters appear identical (just a few solid rows at the top)- are these degenerate or is this a limitation of the visualization? There is less “hierarchical” structural differences in the convolutional filters (Figure 5 appendix). Could the authors explain this?
Minor: Figure 1, I missed the green K several times (spent a while looking for the green in the figure). Perhaps altering the perceptual qualities of the font could help draw attention to these variables more.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Large Language Models Can Be Strong Differentially Private Learners","Keywords: language model, differential privacy, language generation, fine-tuning, NLP","Strength of the paper:
The paper is clearly written and easy to understand. It presents the DP training problem very well and demonstrates the challenge for large pretrained NLP models.
The proposed GhostClipping is effective in reduce memory consumption, at (not too big) cost of an extra backpropagation. The method is very clear and also simple to implement.
The experiments show strong results on both classification and text generation tasks, better than the prior DP methods in terms of memory consumption and accuracy/generation quality.
Weakness of the paper:
There are three aspects involved. GhostClipping, large batch/proper learning rate, fine-tuning with masked prediction. It seems the accuracy on text classification comes from the later two. Table 1, comparing full(RoBERTa-large) with RGP(RoBERTa-large) does not show improvement (please list the average score here). Full is actually worse. If RGP is augmented with larger batch/proper learning rate, and masked prediction for fine-tuning, it may be the best in terms of accuracy.
Figure 1 is a bit mis-leading. Please show and compare with RoBERTa (non-private) on 1(a) and non-private GPT-2 on 1(b). Those are the baselines to compare. Otherwise you are comparing private RoBERTa with non-private BERT or non-private T-GEN(non Transformer). Statement in the abstract and introduction are over-stated.
The organization of the paper could be improved. Ghost-Cliping is your main method, which could be moved earlier.","8: accept, good paper","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
"Large Language Models Can Be Strong Differentially Private Learners","Keywords: language model, differential privacy, language generation, fine-tuning, NLP","Overall, this is a fairly empirical paper on an important problem and shows good performance. The authors presented a set of thorough experiments investigating the impact of various hyper-parameters, which are widely known as sensitive and difficult to tune, providing a nice and informative guidelines for other researchers and practitioners who work in this area. The ghost clipping trick proposed in this paper for memory reducing in DP-SGD is simple yet effective, greatly reducing the memory cost when applying DP-SGD to large models, especially the popular large-scale pre-trained language models, potentially encouraging more research effort in the DP learning area.
The experiments presented in this paper are quite solid and clear, both well-designed and documented, and most of the claims made in the paper are reasonable and well-supported. My only complaint is that I wish to see more explanations and more principled approach to selecting the hyper-parameters in fine-tuning with DP-SGD, but I guess it is out of this paper's scope (the authors did provide some empirical discussions in the paper and the appendix, which I appreciate).","n/a","8: accept, good paper"
"Large Language Models Can Be Strong Differentially Private Learners","Keywords: language model, differential privacy, language generation, fine-tuning, NLP","Pros,
It achieves a remarkable performance of DP algorithms on NLP tasks with a satisfactory level of privacy protection.
There will be a number of potential applications since this paper verify the model on multiple NLU and NLG tasks.
It works on several pre-trained language models (e.g. GPT, BERT, Roberta).
The experiments part is quite solid and covers many necessary details.
Cons,
The experimental results in table 1~3 compared to the non-private seems amazing, however, the comparison with the baseline methods is also required, which would show the contribution of your proposed methods. There're several possible baselines: directly apply DP-SGD and an application of DP-SGD on language models (GPT-2) [1].
The choice of \epsilon makes sense because the \epsilon in a range of 0.1~5 provides meaningful protection. However, the choice of \delta in experiments may cause some problems in privacy leakage. The value of \delta on the order of 1/|D_train| is very dangerous according to [2]. In that level of \delta, they permit “preserving privacy” by publishing the complete records of a small number of database participants. It's better to choose the \delta as 1/( |D_train| *100), which may reduce the utility but ensure the privacy is well protected.
Will the ghost clipping increases the utility or privacy protection? Could you please provide some insights (or even quantitative analysis) about it?
It would be better to conduct some key experiments with a range of \espilon from 0.1 to 10 (e.g. 0.1, 0.5, 1, 2, 3, 5, 8). Many DP learning algorithms use a curve to show the variation tendency of utilities for the different \epsilon.
This paper did a good job on the empirical study, but the technical novelty is limited.
[1] Differentially Private Language Models Benefit from Public Pre-training. 2020
[2] The Algorithmic Foundations of Differential Privacy, 2014
After rebuttal: Thanks for your explanation! I believe it's a good paper and I'm happy to see its acceptance.","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Large Language Models Can Be Strong Differentially Private Learners","Keywords: language model, differential privacy, language generation, fine-tuning, NLP","Strengths:
As a DP algorithm on a deep learning model, this algorithm achieves good performance on fine-tuning the language models and several real-world applications.
The experimental results are sufficient and solid.
The performance gap between the proposed method and the non-private method is quite small, which shows applying the proposed DP algorithm would not decrease the utility so much.
Some of the conclusions from the experiments seem to be adaptive to other applications. For example, the relations among parameter size (for fine-tuning), privacy leakage, and performance.
Weaknesses:
The \delta in (\epsilon, \detla)-DP is too large for training a DP model with a meaningful level of privacy protection. Normally, \detla should be much smaller than the inversed dataset size (cannot be in the same scale of the inversed dataset size), some researchers choose \detla = 1/(|D| * log(|D|)), where |D| stands for the dataset size.
It would be better to conduct an ablation study to verify the promotion of the proposed methods (ghost clipping technique, fine-tuning on only a part of the parameters, and DP-adam). It's better to make it clear how much does each strategy contribute.
In this paper, the authors introduce a lot about the selection of hyper-parameters, thus hyper-parameters play an important role in model training. However, tuning hyper-parameters requires additional information about the private information (accessing the validation set or testing set), which leads to private leakage. So, how to count the information leakages of users? How to avoid those private leakages.
Is the DP-Adam proposed by yourself? If not, the corresponding reference and explanation are needed. Does it come from [Wang 2019]? If it is proposed by yourself, I suggest the author make it clear as it's one of the contributions.
[Wang 2019] DP-LSSGD: An Optimization Method to Lift the Utility in Privacy-Preserving ERM.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"GeoDiff: A Geometric Diffusion Model for Molecular Conformation Generation","Keywords: molecular conformation generation, deep generative models, diffusion probabilistic models","This paper brings together recent ideas and methods (e.g. diffusion, SE(3) equivariance) to the established task of molecular conformation generation with impressive empirical results. A few more experiments are necessary. The paper is well written. I am only tangentially in this area so I am not intimately familiar with the prior works and benchmarks, and may have missed something in the empirical evaluation.
Comments:
The authors state that roto-translation invariance is a critical inductive bias for this problem. But I am not convinced that it is critical for this setup and model class. It would be nice to include a baseline of the diffusion model without SE(3) invariance.
I am curious about the sensitivity of the performance of the model to the hyperparameters of the diffusion process. Can the authors describe how they reached the current settings given in Table 5. In particular, T=5000 steps seems quite high and I was curious about the performance with lower T say around 1000. As a minor note, there appears to be an inconsistency in the reported batch size (128 in the text vs. 32/64 in Table 5)
What is the generation time with 5000 diffusion steps? Does that become a bottleneck in conformation generation?
What happened to the other methods on the geom-drugs dataset for Table 3?
The authors should mention recent point cloud diffusion papers in their related works as it is addressing a very similar problem
What are the reverse process sigmas set to?
Minor comments:
Typo: translatoinal
Typo: sophisticate
I noticed a reference that seemed incorrect: Xu et al 2021a as the reference for molecular generation with VAEs in the second paragraph. The authors should double check their references","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
